institution_id,institution_display_name,institution_type,institution_country_code,simplified_institution_category,target_firm_label
I1187138,Razi University,education,IR,education,Other
I3040621137,Alsalam University College,education,IQ,education,Other
I4210132500,Queensland Department of Education,government,AU,government,Other
I4210140868,Far Eastern University,education,PH,education,Other
I130294970,Częstochowa University of Technology,education,PL,education,Other
I3133213403,Cebu Technological University,education,PH,education,Other
I4210128081,Heritage Christian University,education,GH,education,Other
I3017902709,Zonguldak Bülent Ecevit University,education,TR,education,Other
I204585392,Usak University,education,TR,education,Other
I4210133992,Cidete (Spain),company,ES,company,Other
I4210091745,Eskişehir City Hospital,healthcare,TR,healthcare,Other
I49231182,Open Polytechnic,education,NZ,education,Other
I129877168,Carl von Ossietzky Universität Oldenburg,education,DE,education,Other
I93364004,University of Guyana,education,GY,education,Other
I193619901,Constructor University,education,DE,education,Other
I146966710,Asian University for Women,education,BD,education,Other
I92008406,University of Stavanger,education,NO,education,Other
I86897205,Athabasca University,education,CA,education,Other
I39815113,Georgia Southern University,education,US,education,Other
I4210103466,University of Applied Health Sciences,education,HR,education,Other
I43522216,"California State University, Sacramento",education,US,education,Other
I4210088963,University of Ha'il,education,SA,education,Other
I65481309,Autonomous University of Tamaulipas,education,MX,education,Other
I129798099,The NorthCap University,education,IN,education,Other
I4210127129,Mälardalen University,,SE,unknown,Other
I4210107839,Västerås Municipality,government,SE,government,Other
I16231767,Turku University of Applied Sciences,education,FI,education,Other
I4210124598,Palo Alto Institute,nonprofit,US,nonprofit,Other
I109703491,Rochester Institute of Technology - Dubai,education,AE,education,Other
I127845322,University of South Carolina Upstate,education,US,education,Other
I4210126668,Tohono O'odham Community College,education,US,education,Other
I2800718396,Foundation for the National Institutes of Health,nonprofit,US,nonprofit,Other
I4210136301,Institute for Nuclear Science and Technology,government,VN,government,Other
I157650460,Universidad de La Sabana,education,CO,education,Other
I102913810,Universiti Malaysia Pahang Al-Sultan Abdullah,education,MY,education,Other
I4210112611,Universitas Serambi Mekkah,education,ID,education,Other
I202539009,Industrial University of Ho Chi Minh City,education,VN,education,Other
I4210142825,Wuhan Technical College of Communications,education,CN,education,Other
I51569856,Sultan Zainal Abidin University,education,MY,education,Other
I916541031,Universidad de Colima,education,MX,education,Other
I2799293026,Sutherland Hospital,healthcare,AU,healthcare,Other
I4210164113,International University for Graduate Studies,education,DM,education,Other
I88085062,Mazandaran University of Medical Sciences,education,IR,education,Other
I194604659,Shiraz University of Medical Sciences,education,IR,education,Other
I2799795791,Government of Haryana,government,IN,government,Other
I4210115395,Taiyuan Institute of Technology,education,CN,education,Other
I204553293,"China University of Petroleum, Beijing",education,CN,education,Other
I4210137086,Berdyansk State Pedagogical University,education,UA,education,Other
I2799693775,Ikenobo Junior College,education,JP,education,Other
I31784960,Fukuoka University,education,JP,education,Other
I4210167216,École Royale de l'Air de Marrakech,education,MA,education,Other
I55106644,Amsterdam University of Applied Sciences,education,NL,education,Other
I4210102207,College of Tourism,education,BG,education,Other
I4392738314,Guilin Tourism University,education,,education,Other
I1629065,Central Michigan University,education,US,education,Other
I93396115,The University of Notre Dame Australia,education,AU,education,Other
I177436651,Mahatma Gandhi University,education,IN,education,Other
I4210097234,Universidad Internacional,education,MX,education,Other
I155093810,University of Idaho,education,US,education,Other
I124261006,École Supérieure des Sciences Économiques et Commerciales,other,FR,unknown,Other
I4210122310,Innovation Research Center,facility,US,research_institute,Other
I4210140326,Centre for Economic Policy Research,nonprofit,GB,nonprofit,Other
I4210108292,Procter & Gamble (Netherlands),company,NL,company,Other
I1294578330,Small Business Administration,government,US,government,Other
I141576021,Université Le Havre Normandie,education,FR,education,Other
I4387153298,EM Normandie Business School,education,FR,education,Other
I917324061,Marian University - Indiana,education,US,education,Other
I197979904,Saint Joseph's College,education,US,education,Other
I1281802846,Sindh Madressatul Islam University,education,PK,education,Other
I206935292,Shaqra University,education,SA,education,Other
I3132398649,International Islamic College,education,MY,education,Other
I2801713749,Anna Freud Centre,nonprofit,GB,nonprofit,Other
I4210090209,Institute of Microelectronics,facility,SG,research_institute,Other
I4210123080,Green Valley High School,education,US,education,Other
I110525433,"Islamic Azad University, Tehran",education,IR,education,Other
I155043079,University of Nottingham Malaysia Campus,education,MY,education,Other
I4210139293,Comunidad de Madrid,government,ES,government,Other
I165488957,Lingnan University,education,HK,education,Other
I8961855,Universidad Nacional Autónoma de México,education,MX,education,Other
I47164929,Najran University,education,SA,education,Other
I2799961584,China Executive Leadership Academy Pudong,education,CN,education,Other
I146617529,Applied Science and Technology Research Institute,facility,CN,research_institute,Other
I2801582665,United States Agency for International Development,government,US,government,Other
I4210140554,Digital Catapult (United Kingdom),company,GB,company,Other
I63586086,Oulu University of Applied Sciences,education,FI,education,Other
I80327900,Chang Jung Christian University,education,TW,education,Other
I114203471,University of Gloucestershire,education,GB,education,Other
I193629610,Tallinn University,education,EE,education,Other
I33308869,Southern New Hampshire University,education,US,education,Other
I4210111327,Bayan College,education,OM,education,Other
I119060216,Hankyong National University,education,KR,education,Other
I45998257,Sohar University,education,OM,education,Other
I146563203,University of International Business and Economics,education,CN,education,Other
I63797719,Universidad Centroamericana José Simeón Cañas,education,SV,education,Other
I4210132817,Mercatorum University,education,IT,education,Other
I4210153980,Goizueta Foundation,nonprofit,US,nonprofit,Other
I4210131712,Oklahoma State University Oklahoma City,education,US,education,Other
I1302166312,Michigan Department of Education,government,US,government,Other
I4210099437,Hubei University Of Economics,education,CN,education,Other
I4210154338,Hubei Engineering University,education,CN,education,Other
I4210095211,Health Education England,government,GB,government,Other
I103605164,Tohoku Institute of Technology,education,JP,education,Other
I4210111100,Rippe Health,healthcare,US,healthcare,Other
I4210094045,Shell (India),company,IN,company,Other
I2801155476,Entrepreneurship Development Institute of India,education,IN,education,Other
I161088229,William Carey University,education,US,education,Other
I4210131358,Instituto de Saúde,government,BR,government,Other
I2801290870,Business School Lausanne,education,CH,education,Other
I4399598389,SBS Swiss Business School,education,,education,Other
I4210137148,National Institution for Transforming India Aayog,government,IN,government,Other
I2800828467,Doha Institute for Graduate Studies,education,QA,education,Other
I1293226324,UNESCO,government,FR,government,Other
I104914703,Université du Québec à Chicoutimi,education,CA,education,Other
I4210089295,Štore Steel (Slovenia),company,SI,company,Other
I4210089872,Universidad del Istmo,education,PA,education,Other
I4210140943,REALITY Publishing (United States),company,US,company,Other
I115441956,Buffalo State University,education,US,education,Other
I4210138804,Oncoscience (Germany),company,DE,company,Other
I59028336,Pratt Institute,nonprofit,US,nonprofit,Other
I4210136069,DryScrub (United States),company,US,company,Other
I205612303,Chinese Culture University,education,TW,education,Other
I2801780550,California Pacific Medical Center,healthcare,US,healthcare,Other
I75092371,University of Hradec Králové,education,CZ,education,Other
I4210162178,Mediterranean Institute of Management,education,CY,education,Other
I4210118229,NIHR Southampton Biomedical Research Centre,facility,GB,research_institute,Other
I205237279,Nankai University,education,CN,education,Other
I2799903593,Georgetown University Medical Center,healthcare,US,healthcare,Other
I4210114239,Department of Health,government,TW,government,Other
I2801388914,Southampton General Hospital,healthcare,GB,healthcare,Other
I4210148293,MRC Lifecourse Epidemiology Unit,facility,GB,research_institute,Other
I4210155966,Ipsos (United Kingdom),company,GB,company,Other
I297921594,Universidad de Zamboanga,education,PH,education,Other
I4210120914,Western Mindanao State University,education,PH,education,Other
I137265193,University of Chester,education,GB,education,Other
I4210166161,Moscow Open Social University,education,RU,education,Other
