author_id,publication_year,institution_ids,institution_names,institution_categories
A5053383719,2022,I1291425158,Google (United States),company;unknown
A5062285844,2022,I1291425158,Google (United States),company;unknown
A5001027226,2022,I1291425158;I136199984,Google (United States);Harvard University,company;education;unknown
A5053846423,2022,,,unknown
A5075857263,2022,,,unknown
A5101716091,2022,,,unknown
A5100539981,2022,,,unknown
A5043546718,2022,,,unknown
A5081637454,2022,,,unknown
A5005455672,2022,,,unknown
A5010781829,2022,,,unknown
A5064712256,2022,,,unknown
A5100638160,2022,,,unknown
A5000111344,2022,,,unknown
A5052538891,2022,I165779595,The University of Melbourne,education
A5059644762,2022,I165779595,The University of Melbourne,education
A5059022198,2022,,,unknown
A5080087902,2022,I165779595,The University of Melbourne,education
A5042382604,2022,,,unknown
A5043191034,2022,,,unknown
A5070153551,2022,,,unknown
A5030647281,2022,I181391015,Universidade Estadual de Campinas (UNICAMP),education;unknown
A5112879125,2022,,,unknown
A5033794033,2022,,,unknown
A5101759071,2022,,,unknown
A5067819939,2022,,,unknown
A5001987532,2022,I114027177;I1333535994;I4210089985,Amazon (Germany);University of North Carolina Health Care;University of North Carolina at Chapel Hill,company;education;healthcare;unknown
A5109934479,2022,,,unknown
A5016944109,2022,,,unknown
A5031001429,2022,,,unknown
A5053858045,2022,,,unknown
A5101520942,2022,,,unknown
A5101639173,2022,,,unknown
A5100354997,2022,I74973139,Carnegie Mellon University,education;unknown
A5055933325,2022,I74973139,Carnegie Mellon University,education
A5103097172,2022,I165932596,National University of Singapore,education
A5043295774,2022,I74973139,Carnegie Mellon University,education;unknown
A5101850869,2022,I74973139,Carnegie Mellon University,education
A5007904723,2022,I4210107658,Machine Intelligence Research Labs,research_institute
A5076733732,2022,I1322124587;I4210107658,Booz Allen Hamilton (United States);Machine Intelligence Research Labs,company;research_institute;unknown
A5046909218,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5015153122,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5057062066,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5000713520,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5008410925,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5060025182,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5016796548,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5047763717,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5029968236,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5033799563,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5070613078,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5023660419,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5002088849,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5100341628,2022,I4210107658,Machine Intelligence Research Labs,research_institute
A5055789969,2022,I4210107658,Machine Intelligence Research Labs,research_institute;unknown
A5004684799,2022,I251424209;I54009628,Universitat de Girona;University of Bayreuth,education
A5084421039,2022,I54009628,University of Bayreuth,education
A5063262156,2022,I54009628,University of Bayreuth,education
A5056575786,2022,I4210090411,Google DeepMind (United Kingdom),company
A5059226057,2022,I4210090411,Google DeepMind (United Kingdom),company
A5080160770,2022,I4210090411,Google DeepMind (United Kingdom),company
A5048091074,2022,I4210090411,Google DeepMind (United Kingdom),company
A5076474156,2022,I4210090411,Google DeepMind (United Kingdom),company
A5111981498,2022,I4210090411,Google DeepMind (United Kingdom),company
A5005117726,2022,I4210090411;I57206974,Google DeepMind (United Kingdom);New York University,company;education;unknown
A5012939002,2022,I122411786;I4210090411,California Institute of Technology;Google DeepMind (United Kingdom),company;education;unknown
A5085679401,2022,I4210090411,Google DeepMind (United Kingdom),company
A5047979305,2022,I185261750;I4210090411,Google DeepMind (United Kingdom);University of Toronto,company;education
A5041858762,2022,I4210090411,Google DeepMind (United Kingdom),company
A5067401687,2022,I4210090411,Google DeepMind (United Kingdom),company
A5065666918,2022,I4210090411,Google DeepMind (United Kingdom),company
A5103131863,2022,I4210090411,Google DeepMind (United Kingdom),company
A5046305893,2022,I4210090411,Google DeepMind (United Kingdom),company
A5038758207,2022,I100930933;I4210090411,Google DeepMind (United Kingdom);University College Dublin,company;education
A5059804251,2022,I4210090411,Google DeepMind (United Kingdom),company
A5048272174,2022,I4210090411,Google DeepMind (United Kingdom),company
A5007213257,2022,I4210090411,Google DeepMind (United Kingdom),company
A5043068612,2022,I4210090411,Google DeepMind (United Kingdom),company
A5029611587,2022,I4210090411;I57206974,Google DeepMind (United Kingdom);New York University,company;education;unknown
A5032814084,2022,I4210090411,Google DeepMind (United Kingdom),company
A5102482061,2022,I157725225,University of Illinois Urbana-Champaign,education;unknown
A5026328731,2022,I1341412227,IBM (United States),company
A5021326990,2022,I1341412227,IBM (United States),company
A5058823844,2022,I1341412227,IBM (United States),company
A5001662671,2022,I1341412227,IBM (United States),company
A5064636177,2022,I1341412227,IBM (United States),company
A5064335115,2022,I1341412227;I4210114115,IBM (United States);IBM Research - Thomas J. Watson Research Center,company;research_institute
A5086444141,2022,,,unknown
A5093497364,2022,,,unknown
A5093497365,2022,,,unknown
A5044083429,2022,,,unknown
A5084413750,2022,,,unknown
A5013170783,2022,,,unknown
A5059080037,2022,,,unknown
A5065633783,2022,,,unknown
A5102542029,2022,,,unknown
A5091674853,2022,,,unknown
A5003063570,2022,I4210105678,Microsoft (Finland),company
A5043557085,2022,I4210105678,Microsoft (Finland),company
A5102031973,2022,I4210105678,Microsoft (Finland),company
A5066987960,2022,I4210105678,Microsoft (Finland),company
A5015656536,2022,I4210105678;I4210164937,Microsoft (Finland);Microsoft Research (United Kingdom),company
A5075825791,2022,I4210105678,Microsoft (Finland),company;unknown
A5042476766,2022,I4210105678,Microsoft (Finland),company
A5045476239,2022,I4210105678,Microsoft (Finland),company
A5057693146,2022,I4210105678;I4210164937,Microsoft (Finland);Microsoft Research (United Kingdom),company
A5109076838,2022,I134446601;I95457486,"Berkeley College;University of California, Berkeley",education;unknown
A5091825919,2022,I134446601;I95457486,"Berkeley College;University of California, Berkeley",education;unknown
A5041913086,2022,,,unknown
A5019618900,2022,,,unknown
A5048883432,2022,I134446601;I201448701;I95457486,"Berkeley College;University of California, Berkeley;University of Washington",education;unknown
A5050394079,2022,I134446601;I95457486,"Berkeley College;University of California, Berkeley",education;unknown
A5038551875,2022,,,unknown
A5043069513,2022,,,unknown
A5001590363,2022,,,unknown
A5057379590,2022,,,unknown
A5002762328,2022,,,unknown
A5111490184,2022,,,unknown
A5084965536,2022,,,unknown
A5085870953,2022,I134446601;I95457486,"Berkeley College;University of California, Berkeley",education;unknown
A5011915327,2022,,,unknown
A5019862529,2022,,,unknown
A5081231468,2022,,,unknown
A5086956524,2022,,,unknown
A5035224908,2022,,,unknown
A5069388936,2022,,,unknown
A5054769060,2022,,,unknown
A5082413942,2022,,,unknown
A5103115676,2022,I5388228,University of Rochester,education
A5087654509,2022,I57206974,New York University,education
A5000758709,2022,I5388228,University of Rochester,education
A5070684693,2022,I5388228,University of Rochester,education
A5101971357,2022,I5388228,University of Rochester,education
A5012917895,2022,I5388228,University of Rochester,education
A5036473505,2022,I57206974,New York University,education
A5029661948,2022,I5388228,University of Rochester,education
A5009210927,2022,I57206974,New York University,education
A5016045522,2022,I57206974,New York University,education
A5077486385,2022,I57206974,New York University,education
A5002457261,2022,,,unknown
A5112800069,2022,,,unknown
A5013339702,2022,,,unknown
A5101462570,2022,,,unknown
A5017334961,2022,,,unknown
A5060115298,2022,,,unknown
A5051957977,2022,,,unknown
A5019136836,2022,,,unknown
A5060898370,2022,,,unknown
A5044130443,2022,,,unknown
A5011077465,2022,,,unknown
A5071422618,2022,,,unknown
A5101412747,2022,,,unknown
A5112657316,2022,,,unknown
A5055234106,2022,I20089843,Princeton University,education
A5037283647,2022,I1311688040,Amazon (United States),company
A5006028677,2022,I1311688040,Amazon (United States),company
A5100757073,2022,,,unknown
A5100457332,2022,,,unknown
A5054904120,2022,,,unknown
A5082584770,2022,,,unknown
A5069901599,2022,,,unknown
A5029752306,2022,I192545095,United States Military Academy,education
A5040300688,2022,I28407311,University of Manchester,education
A5103078653,2022,I28407311,University of Manchester,education
A5051742690,2022,I28407311,University of Manchester,education
A5054189061,2022,I28407311,University of Manchester,education
A5100672985,2022,I2252078561,Meta (Israel),company
A5072304825,2022,I2252078561,Meta (Israel),company
A5035752789,2022,I2252078561,Meta (Israel),company
A5065858250,2022,I2252078561,Meta (Israel),company;unknown
A5022540761,2022,I2252078561,Meta (Israel),company
A5024481540,2022,I2252078561,Meta (Israel),company
A5016956470,2022,I2252078561,Meta (Israel),company;unknown
A5023341622,2022,,,unknown
A5065321401,2022,,,unknown
A5075834790,2022,,,unknown
A5052408504,2022,,,unknown
A5076248976,2022,,,unknown
A5042449490,2022,,,unknown
A5062266757,2022,,,unknown
A5006191011,2022,,,unknown
A5088004913,2022,,,unknown
A5075564427,2022,,,unknown
A5092595749,2022,,,unknown
A5100425999,2022,,,unknown
A5017068346,2022,,,unknown
A5003931390,2022,,,unknown
A5004342841,2022,,,unknown
A5012900244,2022,,,unknown
A5100399104,2022,,,unknown
A5051808640,2022,,,unknown
A5090954457,2022,,,unknown
A5100641852,2022,,,unknown
A5038581447,2022,,,unknown
A5007532004,2022,,,unknown
A5091317839,2022,,,unknown
A5019167028,2022,,,unknown
A5040174386,2022,,,unknown
A5019195794,2022,I13955877;I4210156583,Bar-Ilan University;Laboratoire d'Informatique de Paris-Nord,education;research_institute
A5028476919,2022,I13955877;I4210156221;I4210156583,Allen Institute for Artificial Intelligence;Bar-Ilan University;Laboratoire d'Informatique de Paris-Nord,education;nonprofit;research_institute
A5072633418,2022,I13955877;I4210156221;I4210156583,Allen Institute for Artificial Intelligence;Bar-Ilan University;Laboratoire d'Informatique de Paris-Nord,education;nonprofit;research_institute
A5044385533,2022,,,unknown
A5027640416,2022,,,unknown
A5026322200,2022,,,unknown
A5015519002,2022,I178450904,Universidad Nacional de Educación a Distancia,education
A5028765069,2022,I4210103399,Saudi Heart Association,nonprofit
A5087687501,2022,I4210103399,Saudi Heart Association,nonprofit
A5035963910,2022,I4210103399,Saudi Heart Association,nonprofit
A5080552239,2022,I4210103399,Saudi Heart Association,nonprofit
A5079422282,2022,I4210103399,Saudi Heart Association,nonprofit;unknown
A5103099305,2022,I4210103399,Saudi Heart Association,nonprofit
A5112705664,2022,I4210103399,Saudi Heart Association,nonprofit;unknown
A5117097165,2022,I4210103399,Saudi Heart Association,nonprofit
A5044945258,2022,I4210103399,Saudi Heart Association,nonprofit
A5033845208,2022,I4210103399,Saudi Heart Association,nonprofit
A5113895633,2022,I4210103399,Saudi Heart Association,nonprofit
A5091250983,2022,I4210103399,Saudi Heart Association,nonprofit
A5089452138,2022,I4210103399,Saudi Heart Association,nonprofit
A5082654541,2022,I4210103399,Saudi Heart Association,nonprofit
A5076310142,2022,I4210103399,Saudi Heart Association,nonprofit
A5003696778,2022,I4210103399,Saudi Heart Association,nonprofit
A5035786206,2022,I4210103399,Saudi Heart Association,nonprofit
A5082569485,2022,I4210103399,Saudi Heart Association,nonprofit
A5018535992,2022,I4210103399,Saudi Heart Association,nonprofit
A5026885120,2022,I4210103399,Saudi Heart Association,nonprofit
A5008127936,2022,I4210103399,Saudi Heart Association,nonprofit
A5046222666,2022,I4210103399,Saudi Heart Association,nonprofit
A5088906859,2022,I4210103399,Saudi Heart Association,nonprofit
A5046548985,2022,I4210103399,Saudi Heart Association,nonprofit
A5076240321,2022,I4210103399,Saudi Heart Association,nonprofit
A5089914621,2022,I4210103399,Saudi Heart Association,nonprofit
A5030015839,2022,I4210103399,Saudi Heart Association,nonprofit;unknown
A5004880532,2022,I4210103399,Saudi Heart Association,nonprofit
A5102493578,2022,I4210103399,Saudi Heart Association,nonprofit
A5066465234,2022,I4210103399,Saudi Heart Association,nonprofit
A5028830229,2022,I4210103399,Saudi Heart Association,nonprofit
A5082952724,2022,I4210103399,Saudi Heart Association,nonprofit
A5068850854,2022,I4210103399,Saudi Heart Association,nonprofit
A5087003679,2022,I4210103399,Saudi Heart Association,nonprofit
A5040457466,2022,I4210103399,Saudi Heart Association,nonprofit
A5019337496,2022,I4210103399,Saudi Heart Association,nonprofit
A5085146470,2022,I4210103399,Saudi Heart Association,nonprofit
A5017274462,2022,I4210103399,Saudi Heart Association,nonprofit
A5042805801,2022,I4210103399,Saudi Heart Association,nonprofit
A5002960442,2022,I4210103399,Saudi Heart Association,nonprofit
A5077726785,2022,I4210103399;I4210140341,Allen Institute;Saudi Heart Association,nonprofit;unknown
A5058917931,2022,I4210103399,Saudi Heart Association,nonprofit
A5051401881,2022,I4210103399,Saudi Heart Association,nonprofit;unknown
A5000080119,2022,I4210103399,Saudi Heart Association,nonprofit
A5049971483,2022,I4210103399,Saudi Heart Association,nonprofit
A5063302493,2022,I4210103399,Saudi Heart Association,nonprofit
A5049483928,2022,I4210103399,Saudi Heart Association,nonprofit
A5031891503,2022,I4210103399,Saudi Heart Association,nonprofit
A5056974774,2022,I4210103399,Saudi Heart Association,nonprofit
A5005750167,2022,I4210103399,Saudi Heart Association,nonprofit
A5073402985,2022,I4210103399,Saudi Heart Association,nonprofit
A5027915931,2022,I4210103399,Saudi Heart Association,nonprofit;unknown
A5001678986,2022,I4210103399,Saudi Heart Association,nonprofit
A5061781904,2022,I4210103399,Saudi Heart Association,nonprofit
A5086984307,2022,I4210103399,Saudi Heart Association,nonprofit
A5026315595,2022,I4210103399,Saudi Heart Association,nonprofit
A5076818276,2022,I4210103399,Saudi Heart Association,nonprofit
