id,author_id,display_name,main_institution_name,main_institution_id,main_institution_type,simplified_institution_category,target_firm_label,primary_institution_for_display_this_year,primary_category_for_display_this_year,primary_target_firm_for_display_this_year,all_institution_names_this_year,all_target_firm_labels_this_year,has_multiple_affiliations_this_year,has_multiple_categories_this_year,publication_count,year_list,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5000896822,A5000896822,Wayne Wu,Shanghai Artificial Intelligence Laboratory,I4391012619,facility,research_institute,Other,Shanghai Artificial Intelligence Laboratory,research_institute,Other,ShangHai JiAi Genetics & IVF Institute;Shanghai Artificial Intelligence Laboratory,Other,True,True,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,111
A5000919145,A5000919145,Yuhui Shi,Institute of Computing Technology,I4210090176,facility,research_institute,Other,Institute of Computing Technology,research_institute,Other,Institute of Computing Technology;University of Chinese Academy of Sciences,Other,True,True,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,112
A5000932451,A5000932451,Huangjing Lin,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0004668970025212438,10.0,0.0,1.2261810647677963e-60,113
A5000935700,A5000935700,Frazier N. Baker,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,114
A5000937401,A5000937401,Dinggang Shen,United Imaging Healthcare (China),I4210135459,company,company,Other,United Imaging Healthcare (China),company,Other,Shanghai Clinical Research Center;ShanghaiTech University;United Imaging Healthcare (China),Other,True,True,3,2024,0.0011672425063031094,29.0,0.00011331091969024349,1.2488059549718567e-09,72
A5000940699,A5000940699,Q. M. Ma,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00037351760201699503,8.0,0.0,4.822497109844824e-13,115
A5000944156,A5000944156,Huanyong Liu,Beijing Research Institute of Mechanical and Electrical Technology,I4210117825,facility,research_institute,Other,Beijing Research Institute of Mechanical and Electrical Technology,research_institute,Other,Beijing Research Institute of Mechanical and Electrical Technology,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,3.674913523773592e-13,115
A5000947076,A5000947076,Pascal Frossard,École Polytechnique Fédérale de Lausanne,I5124864,education,education,Other,École Polytechnique Fédérale de Lausanne,education,Other,École Polytechnique Fédérale de Lausanne,Other,False,False,2,2024,0.0006069661032776169,13.0,8.716224591557191e-05,1.4503856814503862e-16,83
A5000962921,A5000962921,Wensheng Gan,Jinan University,I159948400,education,education,Other,Jinan University,education,Other,Jinan University,Other,False,False,2,2024,0.00037351760201699503,9.0,0.0,5.924973255786639e-11,22
A5000969043,A5000969043,Rumman Chowdhury,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.001120552806050985,24.0,0.0,0.00021484201673425347,2
A5000970597,A5000970597,Ting Wei,First Affiliated Hospital of Xi'an Jiaotong University,I4210121771,healthcare,healthcare,Other,First Affiliated Hospital of Xi'an Jiaotong University,healthcare,Other,First Affiliated Hospital of Xi'an Jiaotong University,Other,False,False,1,2024,0.0016341395088243533,35.0,0.0,1.3083723225665454e-17,116
A5000974457,A5000974457,Matin Amoozadeh,University of Houston,I44461941,education,education,Other,University of Houston,education,Other,University of Houston,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,1.0072315033803637e-70,117
A5000985327,A5000985327,Chi‐Lin Yu,University of Michigan,I27837315,education,education,Other,University of Michigan,education,Other,Michigan United;University of Michigan,Other,True,True,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,118
A5000988165,A5000988165,Kacper Łodzikowski,Adam Mickiewicz University in Poznań,I59411706,education,education,Other,Adam Mickiewicz University in Poznań,education,Other,Adam Mickiewicz University in Poznań,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,119
A5000991048,A5000991048,Yi Zhao,Computer Network Information Center,I4210108629,facility,research_institute,Other,Computer Network Information Center,research_institute,Other,Chinese Academy of Sciences;Computer Network Information Center;Institute of Computing Technology,Other,True,True,1,2024,0.0,0.0,0.0,2.028022805555577e-135,120
A5001005576,A5001005576,Penghui Shang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,121
A5001013278,A5001013278,Zdravka Biočina,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,122
A5001017206,A5001017206,Jered Borup,George Mason University,I162714631,education,education,Other,George Mason University,education,Other,George Mason University,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,5.862697869195427e-91,123
A5001019071,A5001019071,Zezhong Fan,Walmart (United States),I1330693074,company,company,Other,Walmart (United States),company,Other,Walmart (United States),Other,False,False,2,2024,0.00037351760201699503,13.0,0.0,2.329397478450056e-54,124
A5001022750,A5001022750,Chandan K. Reddy,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00032682790176487064,7.0,0.0,4.244173527210558e-10,2
A5001029093,A5001029093,Tom L. Blundell,University of Cambridge,I241749,education,education,Other,University of Cambridge,education,Other,University of Cambridge,Other,False,False,1,2024,0.0005602764030254925,12.0,0.0,1.5526728952758212e-16,83
A5001029365,A5001029365,Alfred Wei Chieh Kow,National University of Singapore,I165932596,education,education,Other,National University of Singapore,education,Other,National University of Singapore,Other,False,False,1,2024,0.0006536558035297413,14.0,0.0,9.27332386930256e-18,116
A5001030192,A5001030192,Fenglong Ma,Pennsylvania State University,I130769515,education,education,Other,Pennsylvania State University,education,Other,Pennsylvania State University,Other,False,False,2,2024,0.00032682790176487064,7.0,0.0,9.524951276047927e-82,125
A5001049578,A5001049578,Huixiang Li,Trine University,I165075387,education,education,Other,Trine University,education,Other,Trine University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,126
A5001050580,A5001050580,Yiyang Zhou,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,4.823389896638049e-10,90
A5001052591,A5001052591,Serin Lee,Case Western Reserve University,I58956616,education,education,Other,Case Western Reserve University,education,Other,Case Western Reserve University;Soonchunhyang University Hospital Seoul,Other,True,True,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,127
A5001054827,A5001054827,Giuliano Lorenzoni,University of Waterloo,I151746483,education,education,Other,University of Waterloo,education,Other,University of Waterloo,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,128
A5001059154,A5001059154,Bo Hang,Hubei University of Arts and Science,I4210113795,education,education,Other,Hubei University of Arts and Science,education,Other,Hubei University of Arts and Science,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,4.2646146372319693e-44,20
A5001059701,A5001059701,Sudha Chivukula,Metal Matrix Cast Composites (United States),I4210086728,company,company,Other,Metal Matrix Cast Composites (United States),company,Other,Metal Matrix Cast Composites (United States),Other,False,False,1,2024,0.0012139322065552339,26.0,0.0,8.588159265085786e-34,129
A5001070941,A5001070941,Zhiwei Steven Wu,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,1.8639115042083752e-14,93
A5001072947,A5001072947,Matthew Yu,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,130
A5001086152,A5001086152,Jiuhai Chen,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0002334485012606219,5.0,0.0,6.423161376986181e-10,375
A5001089086,A5001089086,A. M. Bukinich,Lomonosov Moscow State University,I19880235,education,education,Other,Lomonosov Moscow State University,education,Other,Lomonosov Moscow State University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,131
A5001093430,A5001093430,Yiming Li,The University of Texas Health Science Center at Houston,I919571938,education,education,Other,The University of Texas Health Science Center at Houston,education,Other,The University of Texas Health Science Center at Houston,Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,5.882536446571082e-12,132
A5001094226,A5001094226,Pranav Rajpurkar,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,2.5408695660517808e-18,116
A5001110474,A5001110474,Matthew West,University of Illinois Urbana-Champaign,I157725225,education,education,Other,University of Illinois Urbana-Champaign,education,Other,University of Illinois Urbana-Champaign,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,133
A5001129714,A5001129714,Marcel Binz,Helmholtz Zentrum München,I3018134672,facility,research_institute,Other,Helmholtz Zentrum München,research_institute,Other,Helmholtz Zentrum München;Max Planck Institute for Biological Cybernetics,Other,True,False,4,2024,0.002101036511345597,84.0,2.542232172537515e-05,0.16606045224667554,71
A5001133932,A5001133932,Difei Gao,National University of Singapore,I165932596,education,education,Other,National University of Singapore,education,Other,National University of Singapore,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,5.739049424106198e-19,134
A5001138430,A5001138430,Garima Agrawal,Arizona State University,I55732556,education,education,Other,Arizona State University,education,Other,Arizona State University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,1.9567268108983673e-63,135
A5001144143,A5001144143,Guofeng Yang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,110
A5001170097,A5001170097,Jihyeon Lee,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,Google (United States),company,Google / Google DeepMind / DeepMind,Google (United States),Google / Google DeepMind / DeepMind,False,False,1,2024,0.00028013820151274625,6.0,0.0,7.599853671710896e-09,32
A5001174471,A5001174471,Nikolaos Matzakos,School of Pedagogical and Technological Education,I254421610,education,education,Other,School of Pedagogical and Technological Education,education,Other,School of Pedagogical and Technological Education,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,136
A5001188927,A5001188927,Sven Eckhardt,University of Zurich,I202697423,education,education,Other,University of Zurich,education,Other,University of Zurich,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,137
A5001196671,A5001196671,Xiang Ren,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,138
A5001199597,A5001199597,Ruijie Wang,University of Illinois Urbana-Champaign,I157725225,education,education,Other,University of Illinois Urbana-Champaign,education,Other,University of Illinois Urbana-Champaign,Other,False,False,1,2024,0.0005602764030254925,12.0,0.0,1.801599262926942e-43,139
A5001208510,A5001208510,Sanika Moharana,Carnegie Mellon University,I74973139,education,education,Other,Carnegie Mellon University,education,Other,Carnegie Mellon University,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,140
A5001212969,A5001212969,Jerry R. Greenfield,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0004668970025212438,10.0,0.0,1.6087996034745854e-16,101
A5001213278,A5001213278,Lin Ma,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00032682790176487064,7.0,0.0,1.4690128529085046e-11,22
A5001213758,A5001213758,Daisy Yi Ding,Stanford University,I97018004,education,education,Other,Stanford University,education,Other,Stanford University,Other,False,False,1,2024,0.0005135867027733682,11.0,0.0,3.642856669062423e-08,72
A5001226832,A5001226832,Kazunori Miyata,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00032682790176487064,7.0,0.0,4.321613809387249e-13,141
A5001226970,A5001226970,Yann LeCun,New York University,I57206974,education,education,Other,New York University,education,Other,New York University,Other,False,False,2,2024,0.0007470352040339901,18.0,0.0,2.1939968418878793e-52,142
A5001227060,A5001227060,Christoph Stein,Vanderbilt University Medical Center,I901861585,healthcare,healthcare,Other,Vanderbilt University Medical Center,healthcare,Other,Vanderbilt University Medical Center,Other,False,False,1,2024,0.0005135867027733682,11.0,0.0,1.2764048024656815e-10,132
A5001231771,A5001231771,Eric Han,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0007470352040339901,16.0,0.0,6.925167381662844e-08,143
A5001245246,A5001245246,Majd Sakr,Carnegie Mellon University,I74973139,education,education,Other,Carnegie Mellon University,education,Other,Carnegie Mellon University,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,4.5602012981933323e-45,144
A5001252712,A5001252712,Chaoyi Lin,Zhejiang University of Science and Technology,I168879160,education,education,Other,Zhejiang University of Science and Technology,education,Other,Zhejiang University of Science and Technology,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.684352453056494e-22,74
A5001254143,A5001254143,Luc Van Gool,ETH Zurich,I35440088,education,education,Other,ETH Zurich,education,Other,"ETH Zurich;KU Leuven;Sofia University ""St. Kliment Ohridski""",Other,True,False,4,2024,0.0009337940050424876,20.0,1.3229983755042166e-05,4.7392717611109335e-66,145
A5001257603,A5001257603,Cynthia L. Bennett,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,Google (United States),company,Google / Google DeepMind / DeepMind,Google (United States),Google / Google DeepMind / DeepMind,False,False,2,2024,0.00032682790176487064,8.0,0.0006842641535530296,5.075276383178088e-07,2
A5001282379,A5001282379,Zijian Zhao,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,146
A5001290903,A5001290903,Xiao Huang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,147
A5001291873,A5001291873,Shinji Watanabe,Carnegie Mellon University,I74973139,education,education,Other,Carnegie Mellon University,education,Other,Carnegie Mellon University;Carnegie Mellon University Africa;Honda (Japan);Lawrie Technology (United States),Other,True,True,3,2024,0.0014940704080679801,36.0,0.0,5.784423197396631e-40,45
A5001293238,A5001293238,Miloš Hašan,Adobe Systems (United States),I1306409833,company,company,Other,Adobe Systems (United States),company,Other,Adobe Systems (United States),Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,1.0173105131721995e-16,101
A5001294734,A5001294734,Yun Shen,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0002334485012606219,7.0,0.0,8.60604206262629e-66,148
A5001300575,A5001300575,Maciej A. Mazurowski,Duke University,I170897317,education,education,Other,Duke University,education,Other,Duke University,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,149
