source,target,source_name,target_name,source_category,target_category,source_firm,target_firm,weight
I184461854,I4210101739,University of Winchester,MS Biotec (United States),education,company,Other,Other,1.0
I184461854,I4210097178,University of Winchester,Behavioral Pharma (United States),education,company,Other,Other,1.0
I184461854,I4210113003,University of Winchester,Physical Sciences (United States),education,company,Other,Other,1.0
I184942183,I4210155756,University of Oslo,Institut für Biomedizinische Analytik und NMR Imaging (Germany),education,company,Other,Other,1.0
I184942183,I4210152903,University of Oslo,General Electric (Norway),education,company,Other,Other,1.0
I184942183,I4210122849,University of Oslo,Philips (Netherlands),education,company,Other,Other,1.0
I1850255,I4210090411,University of Basel,Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,3.0
I1850255,I4210113297,University of Basel,Google (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,3.0
I1850255,I4210143272,University of Basel,Camber Collective (United States),education,company,Other,Other,1.0
I1850255,I4210086985,University of Basel,FIT Consulting (Italy),education,company,Other,Other,1.0
I1850255,I4210112964,University of Basel,Taylor Wimpey (United Kingdom),education,company,Other,Other,1.0
I185103710,I4210101778,"University of California, Santa Cruz",Samsung (United States),education,company,Other,Other,2.0
I185103710,I4210126929,"University of California, Santa Cruz",CE Technologies (United Kingdom),education,company,Other,Other,1.0
I185103710,RAW_META,"University of California, Santa Cruz",Meta AI,education,company,Other,Meta,1.0
I185103710,I2250653659,"University of California, Santa Cruz",Tencent (China),education,company,Other,Other,1.0
I185163786,I4210095918,King Abdulaziz University,Ta Solutions (China),education,company,Other,Other,1.0
I185163786,I4210163794,King Abdulaziz University,Data Management (Italy),education,company,Other,Other,1.0
I185163786,I97750245,King Abdulaziz University,Software (Spain),education,company,Other,Other,1.0
I185163786,I4210124966,King Abdulaziz University,Innovation Cluster (Canada),education,company,Other,Other,1.0
I185261750,I4210090411,University of Toronto,Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I185261750,I4210087094,University of Toronto,Syngenta (United Kingdom),education,company,Other,Other,1.0
I185261750,RAW_META,University of Toronto,Meta AI,education,company,Other,Meta,2.0
I185261750,I4210113654,University of Toronto,IBM (Canada),education,company,Other,Other,1.0
I185261750,I4210101739,University of Toronto,MS Biotec (United States),education,company,Other,Other,1.0
I185261750,RAW_NVIDIA,University of Toronto,NVIDIA,education,company,Other,NVIDIA,4.0
I185261750,I4210113297,University of Toronto,Google (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I185261750,I4210127875,University of Toronto,Nvidia (United States),education,company,Other,NVIDIA,2.0
I185261750,I4210164862,University of Toronto,Artificial Intelligence in Medicine (Canada),education,company,Other,Other,1.0
I185261750,I4210097178,University of Toronto,Behavioral Pharma (United States),education,company,Other,Other,1.0
I185261750,I4210113003,University of Toronto,Physical Sciences (United States),education,company,Other,Other,1.0
I185261750,I4210114444,University of Toronto,Meta (United States),education,company,Other,Other,1.0
I185261750,I4210140627,University of Toronto,System Biosciences (United States),education,company,Other,Other,1.0
I185261750,I4210157790,University of Toronto,Statistical Research (United States),education,company,Other,Other,1.0
I185261750,I4210115038,University of Toronto,Huawei Technologies (Canada),education,company,Other,Other,1.0
I185261750,I4210163771,University of Toronto,Tableau Software (United States),education,company,Other,Other,1.0
I185261750,I4210164937,University of Toronto,Microsoft Research (United Kingdom),education,company,Other,Microsoft,2.0
I185261750,I2818286,University of Toronto,LG (United States),education,company,Other,Other,1.0
I185492890,I4210160517,University of Canterbury,TiDA (New Zealand),education,company,Other,Other,1.0
I185940356,I2250653659,Soochow University,Tencent (China),education,company,Other,Other,1.0
I186129607,I4210161436,Canadian University of Dubai,Neurotrack Technologies (United States),education,company,Other,Other,1.0
I186143895,I4210155268,Lehigh University,Salesforce (United States),education,company,Other,Other,2.0
I186143895,I4210101778,Lehigh University,Samsung (United States),education,company,Other,Other,3.0
I186143895,I4210133173,Lehigh University,Research!America (United States),education,company,Other,Other,1.0
I186143895,I4210161771,Lehigh University,Global Engineering and Materials (United States),education,company,Other,Other,1.0
I186143895,I4210136246,Lehigh University,China Telecom (China),education,company,Other,Other,1.0
I186143895,I4387153335,Lehigh University,China Telecom,education,company,Other,Other,1.0
I186143895,I4210135459,Lehigh University,United Imaging Healthcare (China),education,company,Other,Other,1.0
I186354981,I4210155756,University of Passau,Institut für Biomedizinische Analytik und NMR Imaging (Germany),education,company,Other,Other,1.0
I186523950,I4210113480,Regeneron (United States),Mohamed bin Zayed University of Artificial Intelligence,company,education,Other,Other,2.0
I186523950,I74973139,Regeneron (United States),Carnegie Mellon University,company,education,Other,Other,2.0
I186523950,I78577930,Regeneron (United States),Columbia University,company,education,Other,Other,2.0
I186523950,I99065089,Regeneron (United States),Tsinghua University,company,education,Other,Other,2.0
I186523950,I57206974,Regeneron (United States),New York University,company,education,Other,Other,1.0
I186523950,I58610484,Regeneron (United States),Seattle University,company,education,Other,Other,1.0
I187400657,I4210121678,South China Normal University,Block Engineering (United States),education,company,Other,Other,1.0
I187531555,I4210151670,Lund University,Ecosystem (Spain),education,company,Other,Other,1.0
I188329596,I4210161436,University of Canberra,Neurotrack Technologies (United States),education,company,Other,Other,1.0
I188522409,I204983213,Critical Software (Portugal),Harbin Institute of Technology,company,education,Other,Other,1.0
I188538660,I4210128994,University of Colorado Boulder,In-Situ (United States),education,company,Other,Other,1.0
I188538660,I4210090411,University of Colorado Boulder,Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I188538660,I4210102029,University of Colorado Boulder,AstroTec Holding (Netherlands),education,company,Other,Other,1.0
I188538660,I4210131439,University of Colorado Boulder,Applied Mathematics (United States),education,company,Other,Other,1.0
I188538660,I4210143820,University of Colorado Boulder,Atmospheric and Space Technology Research Associates (United States),education,company,Other,Other,1.0
I188538660,I4210153546,University of Colorado Boulder,Flatiron Health (United States),education,company,Other,Other,2.0
I188538660,I4210105402,University of Colorado Boulder,Vaxess Technologies (United States),education,company,Other,Other,1.0
I188538660,I4210153682,University of Colorado Boulder,Intelligent Health (United Kingdom),education,company,Other,Other,1.0
I188760350,I4210126054,Ollscoil na Gaillimhe – University of Galway,Strategic Insight (United States),education,company,Other,Other,1.0
I188760350,I4210113748,Ollscoil na Gaillimhe – University of Galway,Midé Technology (United States),education,company,Other,Other,1.0
I188950975,I40120149,GlaxoSmithKline (United Kingdom),University of Oxford,company,education,Other,Other,3.0
I188950975,I5388228,GlaxoSmithKline (United Kingdom),University of Rochester,company,education,Other,Other,1.0
I188950975,I3133055985,GlaxoSmithKline (United Kingdom),Westlake University,company,education,Other,Other,1.0
I188950975,I45129253,GlaxoSmithKline (United Kingdom),University College London,company,education,Other,Other,1.0
I189158943,I4210141736,University of Milan,De Beers (South Africa),education,company,Other,Other,1.0
I189196454,I2250653659,The University of Texas at Arlington,Tencent (China),education,company,Other,Other,1.0
I189196454,I4210089985,The University of Texas at Arlington,Amazon (Germany),education,company,Other,Amazon,1.0
I189196454,I4210135459,The University of Texas at Arlington,United Imaging Healthcare (China),education,company,Other,Other,5.0
I189210763,I74872605,Yunnan University,China Southern Power Grid (China),education,company,Other,Other,1.0
I189210763,I867306930,Yunnan University,Power Grid Corporation (India),education,company,Other,Other,1.0
I189210763,I4210103986,Yunnan University,Jingdong (China),education,company,Other,Other,1.0
I189238007,I5626980,Taras Shevchenko National University of Kyiv,Enamine (Ukraine),education,company,Other,Other,1.0
I189238007,I58957048,Taras Shevchenko National University of Kyiv,Yandex (Russia),education,company,Other,Other,1.0
I189442560,I4210126929,Gyeongsang National University,CE Technologies (United Kingdom),education,company,Other,Other,1.0
I189712700,I4210114634,University of Konstanz,Global Phasing (United Kingdom),education,company,Other,Other,1.0
I189712700,I4210119461,University of Konstanz,Convergent Science (United States),education,company,Other,Other,1.0
I189712700,I4401726859,University of Konstanz,Kuaishou (China),education,company,Other,Other,1.0
I190082696,I4210107233,Durham University,Language Science (South Korea),education,company,Other,Other,1.0
I190249584,I4210162141,Universität Innsbruck,Microsoft (India),education,company,Other,Microsoft,1.0
I191208505,I4210095624,Xiamen University,Alibaba Group (United States),education,company,Other,Other,1.0
I191208505,I45928872,Xiamen University,Alibaba Group (China),education,company,Other,Other,1.0
I191208505,I4210121678,Xiamen University,Block Engineering (United States),education,company,Other,Other,1.0
I191208505,I2250653659,Xiamen University,Tencent (China),education,company,Other,Other,2.0
I191208505,I4210113369,Xiamen University,Microsoft Research Asia (China),education,company,Other,Microsoft,1.0
I191208505,I4210120842,Xiamen University,Shenyang Institute of Computing Technology (China),education,company,Other,Other,1.0
I191240316,I4210095624,University of Hull,Alibaba Group (United States),education,company,Other,Other,1.0
I191240316,I45928872,University of Hull,Alibaba Group (China),education,company,Other,Other,1.0
I191240316,I4210113748,University of Hull,Midé Technology (United States),education,company,Other,Other,1.0
I191879574,I4210114081,Inha University,Korea Kacoh (South Korea),education,company,Other,Other,1.0
I191879574,I60922564,Inha University,Naver (South Korea),education,company,Other,Other,1.0
I192398990,I4210119510,Zagazig University,Personalis (United States),education,company,Other,Other,1.0
I192455969,I4210115038,York University,Huawei Technologies (Canada),education,company,Other,Other,1.0
I1925986,I4210116895,Loyola University Chicago,Art Innovation (Netherlands),education,company,Other,Other,1.0
