author_id,author_name,from_year,to_year,from_primary_affiliation,to_primary_affiliation,from_category,to_category,from_target_firm,to_target_firm,changed_affiliation,changed_category,changed_target_firm
A5002652750,J. Ilja Siepmann,2023,2025,University of Minnesota,University of Minnesota,education,education,Other,Other,False,False,False
A5002654756,Jungo Kasai,2022,2023,,University of Washington,unknown,education,Other,Other,True,True,False
A5002684888,Binhang Yuan,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5002692470,Yunhao Tang,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5002716088,Jan Digutsch,2022,2023,Leibniz Research Centre for Working Environment and Human Factors,Leibniz Research Centre for Working Environment and Human Factors,research_institute,research_institute,Other,Other,False,False,False
A5002719102,Amber Xie,2022,2023,,Berkeley College,unknown,education,Other,Other,True,True,False
A5002727480,Hongxia Ma,2023,2024,,Huawei Technologies (China),unknown,company,Other,Other,True,True,False
A5002735305,Shuai Xiao,2023,2025,Tianjin University,Tianjin University,education,education,Other,Other,False,False,False
A5002749573,Amoon Jamzad,2024,2025,Queen's University,Queen's University,education,education,Other,Other,False,False,False
A5002755981,Kaige Gao,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5002757875,Ren Togo,2022,2023,Hokkaido University,Hokkaido University,education,education,Other,Other,False,False,False
A5002757875,Ren Togo,2023,2024,Hokkaido University,Hokkaido University,education,education,Other,Other,False,False,False
A5002757875,Ren Togo,2024,2025,Hokkaido University,Hokkaido University,education,education,Other,Other,False,False,False
A5002763479,Guangyong Chen,2022,2025,,Fuzhou University,unknown,education,Other,Other,True,True,False
A5002784136,Samuel Smith,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5002789209,Ling Xiang,2024,2025,North China Electric Power University,North China Electric Power University,education,education,Other,Other,False,False,False
A5002795838,Yuexian Zou,2022,2023,,Peking University,unknown,education,Other,Other,True,True,False
A5002795838,Yuexian Zou,2023,2024,Peking University,,education,unknown,Other,Other,True,True,False
A5002810652,Sherali Zeadally,2023,2024,,University of Kentucky,unknown,education,Other,Other,True,True,False
A5002832266,Min Dou,2023,2024,,Shanghai Artificial Intelligence Laboratory,unknown,research_institute,Other,Other,True,True,False
A5002834666,Chang Zong,2024,2025,,Zhejiang University of Science and Technology,unknown,education,Other,Other,True,True,False
A5002843568,Krishnaram Kenthapadi,2023,2024,,Oracle (United States),unknown,company,Other,Other,True,True,False
A5002845598,Ro Woon Lee,2023,2025,Inha University Hospital,Inha University,healthcare,education,Other,Other,True,True,False
A5002860009,Mengxiao Wang,2024,2025,Shanghai Jiao Tong University,Shanghai Jiao Tong University,education,education,Other,Other,False,False,False
A5002883390,Manuel Brack,2022,2023,Hess (United States),,company,unknown,Other,Other,True,True,False
A5002896092,Andrea Lavazza,2023,2024,Centro Universitario Internazionale,Centro Universitario Internazionale,education,education,Other,Other,False,False,False
A5002896092,Andrea Lavazza,2024,2025,Centro Universitario Internazionale,Pegaso University,education,education,Other,Other,True,False,False
A5002937160,Zhouhang Xie,2023,2025,University of California San Diego,,education,unknown,Other,Other,True,True,False
A5002942097,Peize Sun,2022,2023,,University of Hong Kong,unknown,education,Other,Other,True,True,False
A5002942097,Peize Sun,2023,2025,University of Hong Kong,University of Hong Kong,education,education,Other,Other,False,False,False
A5002971435,Aleksandra Faust,2022,2023,,Google (United States),unknown,company,Other,Google / Google DeepMind / DeepMind,True,True,True
A5002971435,Aleksandra Faust,2023,2025,Google (United States),Google (United Kingdom),company,company,Google / Google DeepMind / DeepMind,Google / Google DeepMind / DeepMind,True,False,False
A5002997328,Andriy Myronenko,2024,2025,,NVIDIA,unknown,company,Other,NVIDIA,True,True,True
A5003016349,Lorie De Leon,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5003031729,Bastian Rieck,2022,2023,,Helmholtz Zentrum München,unknown,research_institute,Other,Other,True,True,False
A5003055263,Zhengyuan Liu,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5003055263,Zhengyuan Liu,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5003074639,Ignacio Villagrán,2023,2025,Pontificia Universidad Católica de Chile,Pontificia Universidad Católica de Chile,education,education,Other,Other,False,False,False
A5003076238,Xin Yu,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5003082850,R. Thomas McCoy,2022,2024,Johns Hopkins University,Princeton University,education,education,Other,Other,True,False,False
A5003121861,Yusuke Matsui,2023,2024,Okayama University,Okayama University,education,education,Other,Other,False,False,False
A5003134390,Lingjiao Chen,2022,2024,Stanford University,Stanford University,education,education,Other,Other,False,False,False
A5003145618,Chanjun Park,2024,2025,LG (South Korea),,company,unknown,Other,Other,True,True,False
A5003191821,Chun Chen,2022,2024,,Zhejiang University,unknown,education,Other,Other,True,True,False
A5003209400,Robert Bleakney,2023,2024,Mount Sinai Hospital,University of Toronto,healthcare,education,Other,Other,True,True,False
A5003217535,Zheng-Jun Zha,2024,2025,University of Science and Technology of China,Shanghai Center for Brain Science and Brain-Inspired Technology,education,research_institute,Other,Other,True,True,False
A5003226543,Tianfan Fu,2023,2024,Georgia Institute of Technology,Rensselaer Polytechnic Institute,education,education,Other,Other,True,False,False
A5003231318,Xichen Pan,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5003231318,Xichen Pan,2023,2024,,New York University,unknown,education,Other,Other,True,True,False
A5003237783,Chaojun Wang,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5003239047,Junming Chen,2023,2024,Macau University of Science and Technology,Macau University of Science and Technology,education,education,Other,Other,False,False,False
A5003239047,Junming Chen,2024,2025,Macau University of Science and Technology,Guangzhou University,education,education,Other,Other,True,False,False
A5003240981,Tongtong Feng,2024,2025,Tsinghua–Berkeley Shenzhen Institute,,research_institute,unknown,Other,Other,True,True,False
A5003254879,Bettina Baeßler,2022,2023,,Universitätsklinikum Würzburg,unknown,healthcare,Other,Other,True,True,False
A5003254879,Bettina Baeßler,2023,2025,Universitätsklinikum Würzburg,Universitätsklinikum Würzburg,healthcare,healthcare,Other,Other,False,False,False
A5003259452,Pearse A. Keane,2022,2023,University College London,University College London,education,education,Other,Other,False,False,False
A5003259452,Pearse A. Keane,2023,2024,University College London,University College London,education,education,Other,Other,False,False,False
A5003259452,Pearse A. Keane,2024,2025,University College London,University College London,education,education,Other,Other,False,False,False
A5003289617,Shahriar Faghani,2022,2025,,Mayo Clinic,unknown,healthcare,Other,Other,True,True,False
A5003301534,Taylor D. Sparks,2022,2023,University of Utah,University of Utah,education,education,Other,Other,False,False,False
A5003324011,Juanzi Li,2022,2023,Tsinghua University,Tsinghua University,education,education,Other,Other,False,False,False
A5003324011,Juanzi Li,2023,2024,Tsinghua University,,education,unknown,Other,Other,True,True,False
A5003324011,Juanzi Li,2024,2025,,Tsinghua University,unknown,education,Other,Other,True,True,False
A5003334504,Luke Munn,2022,2023,,The University of Queensland,unknown,education,Other,Other,True,True,False
A5003361977,Brendan J. Frey,2023,2024,Ontario Genomics,Vector Institute,nonprofit,research_institute,Other,Other,True,True,False
A5003389081,Russa Biswas,2023,2024,,Aalborg University,unknown,education,Other,Other,True,True,False
A5003400275,Gang Yu,2023,2024,,Tencent (China),unknown,company,Other,Other,True,True,False
A5003400275,Gang Yu,2024,2025,Tencent (China),Tencent (China),company,company,Other,Other,False,False,False
A5003406651,Tanzila Rahman,2024,2025,University of British Columbia,Vector Institute,education,research_institute,Other,Other,True,True,False
A5003407756,Shrinidhi Kowshika Lakshmikanth,2024,2025,,Stanford University,unknown,education,Other,Other,True,True,False
A5003417758,Shadi Atalla,2023,2025,MODUL University Dubai,University of Dubai,education,education,Other,Other,True,False,False
A5003418019,Xiangyang Xue,2023,2024,Fudan University,Fudan University,education,education,Other,Other,False,False,False
A5003418019,Xiangyang Xue,2024,2025,Fudan University,Fudan University,education,education,Other,Other,False,False,False
A5003418365,Zhouyu Guan,2024,2025,Shanghai Jiao Tong University,Shanghai Sixth People's Hospital,education,healthcare,Other,Other,True,True,False
A5003455316,Hanchen Li,2024,2025,University of Chicago,University of Chicago,education,education,Other,Other,False,False,False
A5003465314,Mengzhou Xia,2022,2023,Princeton University,,education,unknown,Other,Other,True,True,False
A5003465314,Mengzhou Xia,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5003470218,Nat McAleese,2022,2024,,,unknown,unknown,Other,Other,False,False,False
A5003473641,Andrew Head,2023,2025,California University of Pennsylvania,,education,unknown,Other,Other,True,True,False
A5003484641,Georgios Feretzakis,2024,2025,Hellenic Open University,Hellenic Open University,education,education,Other,Other,False,False,False
A5003507575,Shanghang Zhang,2023,2025,,Peking University,unknown,education,Other,Other,True,True,False
A5003509342,Alan Karthikesalingam,2022,2023,,Google (United States),unknown,company,Other,Google / Google DeepMind / DeepMind,True,True,True
A5003509810,Shubho Sengupta,2023,2024,Meta (United States),Meta (United States),company,company,Other,Other,False,False,False
A5003525166,Yanhong Wei,2024,2025,Alibaba Group (China),Alibaba Group (China),company,company,Other,Other,False,False,False
A5003553217,Shreyas Havaldar,2023,2024,Icahn School of Medicine at Mount Sinai,Icahn School of Medicine at Mount Sinai,education,education,Other,Other,False,False,False
A5003556123,Arash Ahmadian,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5003562101,Oriol Vinyals,2022,2024,,,unknown,unknown,Other,Other,False,False,False
A5003608795,Ruimao Zhang,2023,2024,"Chinese University of Hong Kong, Shenzhen","Chinese University of Hong Kong, Shenzhen",education,education,Other,Other,False,False,False
A5003614499,Hongce Zhang,2024,2025,Hong Kong University of Science and Technology,,education,unknown,Other,Other,True,True,False
A5003626865,Victor García Satorras,2022,2023,,Microsoft (Netherlands),unknown,company,Other,Microsoft,True,True,True
A5003626865,Víctor García Satorras,2023,2024,Microsoft (Netherlands),Microsoft (Netherlands),company,company,Microsoft,Microsoft,False,False,False
A5003637850,Daniel Fried,2022,2023,Carnegie Mellon University,,education,unknown,Other,Other,True,True,False
A5003637850,Daniel Fried,2023,2024,,Carnegie Mellon University,unknown,education,Other,Other,True,True,False
A5003640520,Anubhav Jain,2022,2023,Lawrence Berkeley National Laboratory,Lawrence Berkeley National Laboratory,research_institute,research_institute,Other,Other,False,False,False
A5003640520,Anubhav Jain,2023,2024,Lawrence Berkeley National Laboratory,Lawrence Berkeley National Laboratory,research_institute,research_institute,Other,Other,False,False,False
A5003646234,Alberto Paparella,2023,2024,,University of Bologna,unknown,education,Other,Other,True,True,False
A5003649465,Wanzeng Kong,2023,2024,Hangzhou Dianzi University,Hangzhou Dianzi University,education,education,Other,Other,False,False,False
A5003662421,Xin Zhao,2023,2024,Microsoft Research,,company,unknown,Microsoft,Other,True,True,True
A5003714034,Marianna Apidianaki,2023,2025,,,unknown,unknown,Other,Other,False,False,False
A5003724000,Peng Wu,2022,2025,Guilin University of Technology,Hangzhou Dianzi University,education,education,Other,Other,True,False,False
A5003774412,Shaozhang Niu,2024,2025,Beijing University of Posts and Telecommunications,Beijing University of Posts and Telecommunications,education,education,Other,Other,False,False,False
A5003821444,Ting‐Ting Wu,2023,2024,National Yunlin University of Science and Technology,National Yunlin University of Science and Technology,education,education,Other,Other,False,False,False
A5003821444,Ting‐Ting Wu,2024,2025,National Yunlin University of Science and Technology,National Yunlin University of Science and Technology,education,education,Other,Other,False,False,False
A5003834274,Yixin Ou,2023,2024,,Zhejiang University,unknown,education,Other,Other,True,True,False
A5003834274,Yixin Ou,2024,2025,Zhejiang University,National University of Singapore,education,education,Other,Other,True,False,False
A5003842701,Evgeny Izumchenko,2022,2025,University of Chicago,University of Chicago,education,education,Other,Other,False,False,False
A5003874504,Kipton Barros,2023,2024,,Los Alamos National Laboratory,unknown,research_institute,Other,Other,True,True,False
