author_id,author_name,year,all_institution_ids_this_year,all_institution_names_this_year,all_institution_types_this_year,all_target_firm_labels_this_year,has_company_affiliation_this_year,has_education_affiliation_this_year,has_research_institute_affiliation_this_year,has_multiple_affiliations_this_year,has_multiple_categories_this_year,has_company_and_education_this_year,has_company_and_research_institute_this_year,primary_institution_for_display_this_year,primary_institution_id_for_display_this_year,primary_institution_type_for_display_this_year,primary_category_for_display_this_year,primary_target_firm_for_display_this_year,raw_recovered_affiliation_count_this_year
A5000318076,Jiahong Ning,2025,I43313876;I76569877,Dalian Maritime University;Southeast University,education,Other,False,True,False,True,False,False,False,Dalian Maritime University,I43313876,education,education,Other,0
A5000320110,Jessica Katy Skelton,2023,I47508984,Imperial College London,education,Other,False,True,False,False,False,False,False,Imperial College London,I47508984,education,education,Other,0
A5000324199,Bishnu Prasad Bhattarai,2024,I1330989302,United States Department of Energy,government,Other,False,False,False,False,False,False,False,United States Department of Energy,I1330989302,government,government,Other,0
A5000324467,Jin Mao,2023,I160003610,Wilkes University,education,Other,False,True,False,False,False,False,False,Wilkes University,I160003610,education,education,Other,0
A5000326689,Ruan Silva,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5000326701,Andres Ortega‐Guerrero,2023,I5124864,École Polytechnique Fédérale de Lausanne,education,Other,False,True,False,False,False,False,False,École Polytechnique Fédérale de Lausanne,I5124864,education,education,Other,0
A5000326701,Andres Ortega‐Guerrero,2024,I5124864,École Polytechnique Fédérale de Lausanne,education,Other,False,True,False,False,False,False,False,École Polytechnique Fédérale de Lausanne,I5124864,education,education,Other,0
A5000329984,Nicole Kops,2022,I2801952686,Erasmus MC,funder,Other,False,False,False,False,False,False,False,Erasmus MC,I2801952686,funder,unknown,Other,0
A5000331140,Jeremiah Milbauer,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5000331501,Bibo Lin,2025,I181233156,University of Oregon,education,Other,False,True,False,False,False,False,False,University of Oregon,I181233156,education,education,Other,0
A5000338592,Deke Tang,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5000340275,Aman Jolly,2022,I863896202,Delhi Technological University,education,Other,False,True,False,False,False,False,False,Delhi Technological University,I863896202,education,education,Other,0
A5000341866,Sophia J. Wagner,2023,I2802821144;I3018134672;I62916508,Center for Environmental Health;Helmholtz Zentrum München;Technical University of Munich,education;facility,Other,False,True,True,True,True,False,False,Center for Environmental Health,I2802821144,facility,research_institute,Other,0
A5000341866,Sophia J. Wagner,2024,I3018134672;I62916508,Helmholtz Zentrum München;Technical University of Munich,education;facility,Other,False,True,True,True,True,False,False,Technical University of Munich,I62916508,education,education,Other,0
A5000341866,Sophia J. Wagner,2025,I136199984;I2802821144;I3018134672;I48633490;I62916508,Center for Environmental Health;Harvard University;Helmholtz Zentrum München;Mass General Brigham;Technical University of Munich,education;facility;healthcare,Other,False,True,True,True,True,False,False,Center for Environmental Health,I2802821144,facility,research_institute,Other,0
A5000342861,Jordan M. Glenn,2023,I4210161436,Neurotrack Technologies (United States),company,Other,True,False,False,False,False,False,False,Neurotrack Technologies (United States),I4210161436,company,company,Other,0
A5000343600,Natalie Maus,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5000348407,Yu Guan,2024,I45928872,Alibaba Group (China),company,Other,True,False,False,False,False,False,False,Alibaba Group (China),I45928872,company,company,Other,0
A5000349449,Pamela S. Soltis,2022,I1313142568;I33213144,Florida Museum of Natural History;University of Florida,archive;education,Other,False,True,True,True,True,False,False,Florida Museum of Natural History,I1313142568,archive,research_institute,Other,0
A5000351035,Cyril Foropon,2024,I4210131537,Montpellier Business School,education,Other,False,True,False,False,False,False,False,Montpellier Business School,I4210131537,education,education,Other,0
A5000354437,Shuai Yuan,2024,I889458895,University of Hong Kong,education,Other,False,True,False,False,False,False,False,University of Hong Kong,I889458895,education,education,Other,0
A5000355861,Hanqiu Deng,2023,I4210100255;I4391012619,Beijing Academy of Artificial Intelligence;Shanghai Artificial Intelligence Laboratory,facility;other,Other,False,False,True,True,False,False,False,Shanghai Artificial Intelligence Laboratory,I4391012619,facility,research_institute,Other,0
A5000358833,Alissa Zaccaria,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5000360196,Yuang Peng,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5000363449,Wanyu Bian,2024,I136199984;I4210087915;I4210127055,Athinoula A. Martinos Center for Biomedical Imaging;Harvard University;Massachusetts General Hospital,education;facility;healthcare,Other,False,True,True,True,True,False,False,Athinoula A. Martinos Center for Biomedical Imaging,I4210127055,facility,research_institute,Other,0
A5000363835,Mohaimen Al-Zubaidy,2023,I2800516725,Royal Victoria Infirmary,healthcare,Other,False,False,False,False,False,False,False,Royal Victoria Infirmary,I2800516725,healthcare,healthcare,Other,0
A5000369202,Jabbar Ali Zakeri,2022,I67009956,Iran University of Science and Technology,education,Other,False,True,False,False,False,False,False,Iran University of Science and Technology,I67009956,education,education,Other,0
A5000370390,Elisabete Carolino,2025,I141596103,University of Lisbon,education,Other,False,True,False,False,False,False,False,University of Lisbon,I141596103,education,education,Other,0
A5000371339,Zhiye Guo,2023,I76835614,University of Missouri,education,Other,False,True,False,False,False,False,False,University of Missouri,I76835614,education,education,Other,0
A5000374325,David G. Standaert,2022,I32389192,University of Alabama at Birmingham,education,Other,False,True,False,False,False,False,False,University of Alabama at Birmingham,I32389192,education,education,Other,0
A5000376041,Jiaming Zhang,2025,I102335020;I35440088,ETH Zurich;Karlsruhe Institute of Technology,education,Other,False,True,False,True,False,False,False,ETH Zurich,I35440088,education,education,Other,0
A5000376690,Senthujan Senkaiahliyan,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5000377034,Wen-Chin Huang,2022,I60134161,Nagoya University,education,Other,False,True,False,False,False,False,False,Nagoya University,I60134161,education,education,Other,0
A5000377034,Wen-Chin Huang,2024,I60134161,Nagoya University,education,Other,False,True,False,False,False,False,False,Nagoya University,I60134161,education,education,Other,0
A5000379249,K. Sun,2025,I99065089,Tsinghua University,education,Other,False,True,False,False,False,False,False,Tsinghua University,I99065089,education,education,Other,0
A5000384489,Bharat B. Mittal,2024,I111979921;I4210089162,Northwestern Memorial Hospital;Northwestern University,education;healthcare,Other,False,True,False,True,True,False,False,Northwestern University,I111979921,education,education,Other,0
A5000388375,Xuemei Cao,2025,I204831749,Southwestern University of Finance and Economics,education,Other,False,True,False,False,False,False,False,Southwestern University of Finance and Economics,I204831749,education,education,Other,0
A5000389309,Fei Chao,2023,I1327237609,Ministry of Education of the People's Republic of China,government,Other,False,False,False,False,False,False,False,Ministry of Education of the People's Republic of China,I1327237609,government,government,Other,0
A5000394832,Weijun Qin,2023,I4401726859,Kuaishou (China),company,Other,True,False,False,False,False,False,False,Kuaishou (China),I4401726859,company,company,Other,0
A5000398020,Abderrafea Elbahi,2022,I4210122974,Aquatic Systems (United States),company,Other,True,False,False,False,False,False,False,Aquatic Systems (United States),I4210122974,company,company,Other,0
A5000398298,Tony Rousmaniere,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5000400312,Guy Rosman,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5000401412,Tassallah Abdullahi,2023,I27804330,Brown University,education,Other,False,True,False,False,False,False,False,Brown University,I27804330,education,education,Other,0
A5000403795,Xiaofeng Li,2024,I2802573037,Tianjin Medical University Cancer Institute and Hospital,healthcare,Other,False,False,False,False,False,False,False,Tianjin Medical University Cancer Institute and Hospital,I2802573037,healthcare,healthcare,Other,0
A5000405219,Lekshmi Santhosh,2025,I180670191;I2803209242,"University of California System;University of California, San Francisco",education,Other,False,True,False,True,False,False,False,University of California System,I2803209242,education,education,Other,0
A5000405517,Sumeer Ahmad Khan,2025,I71920554,King Abdullah University of Science and Technology,education,Other,False,True,False,False,False,False,False,King Abdullah University of Science and Technology,I71920554,education,education,Other,0
A5000409439,Jimmy Xiangji Huang,2023,I192455969,York University,education,Other,False,True,False,False,False,False,False,York University,I192455969,education,education,Other,0
A5000409439,Jimmy Xiangji Huang,2024,I192455969,York University,education,Other,False,True,False,False,False,False,False,York University,I192455969,education,education,Other,0
A5000411800,Shuwei Shao,2024,I82880672,Beihang University,education,Other,False,True,False,False,False,False,False,Beihang University,I82880672,education,education,Other,0
A5000415467,Sohrab Amiri,2023,I201448701;I3143470655,Institute for Health Metrics and Evaluation;University of Washington,education;facility,Other,False,True,True,True,True,False,False,Institute for Health Metrics and Evaluation,I3143470655,facility,research_institute,Other,0
A5000415562,Marie Hornberger,2025,I62916508,Technical University of Munich,education,Other,False,True,False,False,False,False,False,Technical University of Munich,I62916508,education,education,Other,0
A5000417495,Huaiwen Zhang,2025,I2722730,Inner Mongolia University,education,Other,False,True,False,False,False,False,False,Inner Mongolia University,I2722730,education,education,Other,0
A5000419989,Ziheng Wu,2023,I45928872,Alibaba Group (China),company,Other,True,False,False,False,False,False,False,Alibaba Group (China),I45928872,company,company,Other,0
A5000421658,Arjun V. Masurkar,2024,I57206974,New York University,education,Other,False,True,False,False,False,False,False,New York University,I57206974,education,education,Other,0
A5000424391,Gwok-Waa Wan,2024,I4210159340,The Synergetic Innovation Center for Advanced Materials,facility,Other,False,False,True,False,False,False,False,The Synergetic Innovation Center for Advanced Materials,I4210159340,facility,research_institute,Other,0
A5000432413,Kailong Wang,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5000432413,Kailong Wang,2024,I47720641,Huazhong University of Science and Technology,education,Other,False,True,False,False,False,False,False,Huazhong University of Science and Technology,I47720641,education,education,Other,0
A5000432413,Kailong Wang,2025,I47720641,Huazhong University of Science and Technology,education,Other,False,True,False,False,False,False,False,Huazhong University of Science and Technology,I47720641,education,education,Other,0
A5000432642,Jordi Vallverdú,2023,I11932220;I123044942,Institució Catalana de Recerca i Estudis Avançats;Universitat Autònoma de Barcelona,education;nonprofit,Other,False,True,False,True,True,False,False,Universitat Autònoma de Barcelona,I123044942,education,education,Other,0
A5000444509,P Aparna,2022,I112471378;I117381506,Central University of Tamil Nadu;Thiruvalluvar University,education,Other,False,True,False,True,False,False,False,Central University of Tamil Nadu,I112471378,education,education,Other,0
A5000446936,Abolfazl Zaraki,2025,I141584323,University of Hertfordshire,education,Other,False,True,False,False,False,False,False,University of Hertfordshire,I141584323,education,education,Other,0
A5000452437,Xuefeng Piao,2025,I4210161462,Heilongjiang Institute of Technology,education,Other,False,True,False,False,False,False,False,Heilongjiang Institute of Technology,I4210161462,education,education,Other,0
A5000457976,Qunfen Qi,2022,I1299528221;I133837150,Engineering and Physical Sciences Research Council;University of Huddersfield,education;government,Other,False,True,False,True,True,False,False,University of Huddersfield,I133837150,education,education,Other,0
